row_index,author,no,names,smiles,ratios,tg,n_monomers
85,,D-403(009)3000,23,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(N)COC(C)COCC(C)(COCC(C)OCC(C)N)COCC(C)OCC(C)N|CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.74026000:0.23829000:0.02145000,67.0,3
86,,D-403(009)5000a),24,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(N)COC(C)COCC(C)(COCC(C)OCC(C)N)COCC(C)OCC(C)N|CC(N)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COC(C)COCC(C)(COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.74026000:0.23829000:0.02145000,74.0,3
87,,E-148(1)900,25,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.66667000:0.16502000:0.16831000,37.0,3
88,,E-148(05)900,26,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.66887000:0.22030000:0.11083000,54.0,3
89,,E-148(03)900,27,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.66667000:0.24876000:0.08457000,62.0,3
90,,E-148(02)900,28,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.65398000:0.27762000:0.06840000,66.0,3
91,,D-148(03)900,29,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.65398000:0.26373000:0.08229000,64.0,3
92,,D-148(01)2003,30,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.65517000:0.30997000:0.03486000,63.0,3
93,,D-148(002)900,31,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)N,0.65517000:0.33981000:0.00502000,99.0,3
94,,D-148(002)2003,32,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|CC(N)COCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.65517000:0.33981000:0.00502000,93.0,3
95,,D-148(04)M600,33,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,0.61686000:0.26606000:0.11708000,60.0,3
96,,D-148(02)M1000,34,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,0.63100000:0.31210000:0.05690000,57.0,3
97,,D-148(01)M2005a),35,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.64413000:0.31789000:0.03798000,98.0,3
98,,D-148(01)M2070,36,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.64413000:0.31789000:0.03798000,63.0,3
99,,D-148(002)M600,37,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCN,0.65517000:0.33981000:0.00502000,98.0,3
100,,D-148(002)M1000,38,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)N,0.65517000:0.33981000:0.00502000,95.0,3
101,,D-148(002)M2005a),39,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.65517000:0.33981000:0.00502000,99.0,3
102,,D-148(002)M2070,40,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCOCCOCCN|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.65517000:0.33981000:0.00502000,91.0,3
103,,E-230(01)M2005b),41,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CC(N)COCC(C)OCC(C)OCC(C)N|COCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC(C)OCC(C)OCC(C)OCC(C)OCC(C)OCC(C)N,0.65517000:0.30452000:0.04031000,79.0,3
104,"Wei et al., 2015",A,1,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|O=C1CCCC(=O)O1,0.33333000:0.66667000,113.0,2
105,,B,2,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|O=C1CCCC(=O)O1,0.28125000:0.03125000:0.68750000,124.0,3
106,,C,3,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|O=C1CCCC(=O)O1,0.23529000:0.05882000:0.70589000,137.0,3
107,,D,4,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|O=C1CCCC(=O)O1,0.19444000:0.08333000:0.72223000,150.0,3
108,,E,5,CC(C)(C1CCC(OCC2CO2)CC1)C1CCC(OCC2CO2)CC1|c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|O=C1CCCC(=O)O1,0.15789000:0.10526000:0.73685000,161.0,3
109,"Sunitha et al., 2013",,,CC(C)(c1ccc(OCC(O)CN=[N+]=[N-])cc1)c1ccc(OCC(O)CN=[N+]=[N-])cc1|C#CCOc1ccc(Cc2ccc(O)cc2OCC#C)cc1,0.50000000:0.50000000,73.0,2
110,"Tanpitaksit, Jubsilp and Rimdusit, 2015",BA-a30mol%,1,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2|CC(C)(COCC1CO1)COCC1CO1,0.30000000:0.70000000,51.0,2
111,,BA-a35mol%,2,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2|CC(C)(COCC1CO1)COCC1CO1,0.35000000:0.65000000,70.0,2
112,,BA-a40mol%,3,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2|CC(C)(COCC1CO1)COCC1CO1,0.40000000:0.60000000,88.0,2
113,,BA-a45mol%,4,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2|CC(C)(COCC1CO1)COCC1CO1,0.45000000:0.55000000,122.0,2
114,,BA-a50mol%,5,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2|CC(C)(COCC1CO1)COCC1CO1,0.50000000:0.50000000,140.0,2
115,"Leonardi et al., 2011",,,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|CCCCCCCCCCCCN|NCc1cccc(CN)c1,0.54545000:0.36364000:0.09091000,64.81,3
116,"Song, Wang and Wang, 2011",DDM 15 (mass per 100 E-51),1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.79520000:0.20480000,55.8,2
117,,DDM 17 (mass per 100 E-51),2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.77410000:0.22590000,79.8,2
118,,DDM 19 (mass per 100 E-51),3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.75400000:0.24600000,106.2,2
119,,m-PDA 7 (mass per 100 E-51),4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1cccc(N)c1,0.81940000:0.18060000,56.1,2
120,,DDM 9 + m-PDA 3.6 (mass per 100 E-51),5,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|Nc1cccc(N)c1,0.78870000:0.12190000:0.08940000,72.2,3
121,,DDM 10.5 + m-PDA 2.7 (mass per 100 E-51),6,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|Nc1cccc(N)c1,0.79030000:0.14250000:0.06720000,83.2,3
122,"Grishchuk et al., 2012","DGEBA-Ref[Averaged from four consistent sources (Grishchuk 2011/2012, Xu 2019, Dai 2018; Tg range 172-174C)]",1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,173.25,2
123,,DGEBA/BOX = 75/25,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,0.54902000:0.27451000:0.17647000,164.0,3
124,,DGEBA/BOX = 50/50,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,0.40579000:0.20290000:0.39131000,173.0,3
125,,DGEBA/BOX = 25/75,8,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,0.22764000:0.11382000:0.65854000,183.0,3
126,,TGPAP-Ref,10,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.57143000:0.42857000,240.0,2
127,,TGPAP/BOX = 50/50,11,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,0.37487000:0.28116000:0.34397000,191.0,3
128,,TGDDM-Ref,13,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.50000000:0.50000000,253.0,2
129,,TGDDM/BOX = 50/50,14,c1cc(N(CC2CO2)CC2CO2)ccc1Cc1ccc(N(CC2CO2)CC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,0.30109000:0.30109000:0.39782000,206.0,3
130,,BOX-Ref,16,CC(C)(c1ccc2c(c1)CN(c1ccccc1)CCO2)c1ccc2c(c1)CN(c1ccccc1)CCO2,1.00000000,190.0,1
131,"Altuna, Hoppe and Williams, 2016",CS11,1,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=C(O)CC(O)(CC(=O)O)C(=O)O|O=C(O)CCCCCCCCC(=O)O|Cn1ccnc1,0.53955396:0.16261626:0.24392439:0.05390539,72.4,4
132,,S12,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=C(O)CCCCCCCCC(=O)O|Cn1ccnc1,0.51684832:0.43145685:0.05169483,45.0,3
133,,S15,3,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=C(O)CCCCCCCCC(=O)O|Cn1ccnc1,0.56650000:0.37680000:0.05670000,65.2,3
134,,S20,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=C(O)CCCCCCCCC(=O)O|Cn1ccnc1,0.62500000:0.31250000:0.06250000,73.08,3
135,,G15,5,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|O=C(O)CCCC(=O)O|Cn1ccnc1,0.56650000:0.37680000:0.05670000,77.3,3
136,"Ma et al., 2017",MDS-EPO,1,C1OC1COC1COC2C(OCC3CO3)COC12|Nc1ccc(SSc2ccc(N)cc2)cc1,0.66667000:0.33333000,62.0,2
137,,MDA-EPO,2,C1OC1COC1COC2C(OCC3CO3)COC12|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66667000:0.33333000,61.7,2
138,"Fan et al., 2014",EP06(0),1,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|O=C1OC(=O)C2CCCCC12|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.33170000:0.66350000:0.00480000,97.49,3
139,,EP06(25),2,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|O=C1OC(=O)C2CCCCC12|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.26850000:0.06320000:0.66350000:0.00480000,84.0,4
140,,EP06(50),3,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|O=C1OC(=O)C2CCCCC12|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.19440000:0.13730000:0.66350000:0.00480000,70.08,4
141,,EP06(75),4,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|O=C1OC(=O)C2CCCCC12|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.10630000:0.22540000:0.66350000:0.00480000,54.28,4
142,,EP06(80),5,CC(C)(c1ccc(OCCOCC2CO2)cc1)c1ccc(OCCOCC2CO2)cc1|CC(C)(c1ccc(OCCOCCOCCOCC2CO2)cc1)c1ccc(OCCOCCOCCOCC2CO2)cc1|O=C1OC(=O)C2CCCCC12|CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,0.08670000:0.24500000:0.66350000:0.00480000,48.87,4
143,"Guo et al., 2015a",(1)/DDM,1,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66670000:0.33330000,178.0,2
144,,(2)/(1)5:5/DDM,2,Cc1cc(-c2cc(C)c(OCC3CO3)c(C)c2)c(C)cc1OCC1CO1|Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.38033380:0.28633286:0.33333333,169.0,3
145,,1)     (2)/DDM,3,Cc1cc(OCC2CO2)c(C(C)(C)C)cc1-c1cc(C)c(OCC2CO2)c(C(C)(C)C)c1|Nc1ccc(Cc2ccc(N)cc2)cc1,0.66670000:0.33330000,160.0,2
146,"Ariraman, Sasikumar and Alagar, 2015",BCC30/DGEBA BCC30/DGEBA,1,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.29760000:0.70240000,113.262,2
147,,BCC40/DGEBA,2,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.39720000:0.60280000,138.26,2
148,,BCC50/DGEBA,3,N#COc1ccc(CC2CCCC(Cc3ccc(OC#N)cc3)C2)cc1|CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1,0.49710000:0.50290000,149.03,2
149,"Grishchuk et al., 2011",EP(DETA/DDM)-Ref,2,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCNCCN|Nc1ccc(Cc2ccc(N)cc2)cc1,0.69230308:0.15384846:0.15384846,155.0,3
150,,EP(DETA)/BOX 75/25,4,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCNCCN|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,0.58850000:0.23540000:0.17610000,132.0,3
151,,EP(DETA/DDM)/BOX 75/25,5,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|NCCNCCN|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,0.56747567:0.12610126:0.12610126:0.18032180,133.0,4
152,,EP(DDM)/BOX 75/25,6,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1|Nc1ccc(Cc2ccc(N)cc2)cc1|CC(C)(c1ccc2c(c1)CN(c1ccccc1)CO2)c1ccc2c(c1)CN(c1ccccc1)CO2,0.58313000:0.29157000:0.12530000,158.0,3
153,"Lin and Chen, 1999,Warning: Reconstructed tan delta, error +-10C",A1,1,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.54550000:0.27270000:0.18180000,16.0,3
154,,A2,2,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.57140000:0.14290000:0.28570000,64.0,3
155,,A3,3,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58060000:0.09680000:0.32260000,112.0,3
156,,A4,4,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58534147:0.07319268:0.34146585,138.0,3
157,,A5,5,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58825883:0.05880588:0.35293529,149.0,3
158,,A6,6,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.59014099:0.04919508:0.36066393,156.0,3
159,,B2,7,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.57140000:0.14290000:0.28570000,28.0,3
160,,B3,8,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58060000:0.09680000:0.32260000,61.0,3
161,,B4,9,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58534147:0.07319268:0.34146585,75.0,3
162,,B5,10,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.58825883:0.05880588:0.35293529,82.0,3
163,,B6,11,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.59014099:0.04919508:0.36066393,86.0,3
164,,C2,12,O=C=Nc1ccc(Cc2ccc(N=C=O)cc2)cc1|O=C(CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCOC(=O)CCCC(=O)OCCCCO)OCCCCO|CCC(CO)(CO)CO,0.57140000:0.14290000:0.28570000,10.0,3
